Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TrialBalance,Chrome 74.0.3729.131,,2019-05-15 16:04:50,2019-05-15 16:06:48,1m - 57.925s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-15 16:04:58,2019-05-15 16:05:12,13.207s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-15 16:04:59,2019-05-15 16:04:59,0.003s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-15 16:04:59,2019-05-15 16:04:59,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-15 16:04:59,2019-05-15 16:04:59,0.340s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-15 16:04:59,2019-05-15 16:04:59,0.099s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-15 16:04:59,2019-05-15 16:05:03,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-15 16:05:03,2019-05-15 16:05:03,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-15 16:05:03,2019-05-15 16:05:12,8.539s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 16:05:12,2019-05-15 16:05:12,0.002s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-15 16:05:12,2019-05-15 16:05:12,0.001s,NOT_RUN
,,,,,,
Test Cases/TC13-TrialBalance-Broker,Chrome 74.0.3729.131,,2019-05-15 16:05:12,2019-05-15 16:06:01,48.958s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-15 16:05:12,2019-05-15 16:05:13,1.087s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/Report""), 4)",Chrome 74.0.3729.131,,2019-05-15 16:05:13,2019-05-15 16:05:13,0.061s,PASSED
"click(findTestObject(""TC11-TrialBalance/Report""))",Chrome 74.0.3729.131,,2019-05-15 16:05:13,2019-05-15 16:05:13,0.074s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 16:05:13,2019-05-15 16:05:17,4.004s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/TrialBalance""), 4)",Chrome 74.0.3729.131,,2019-05-15 16:05:17,2019-05-15 16:05:17,0.054s,PASSED
"click(findTestObject(""TC11-TrialBalance/TrialBalance""))",Chrome 74.0.3729.131,,2019-05-15 16:05:17,2019-05-15 16:05:19,1.989s,PASSED
waitForJQueryLoad(4),Chrome 74.0.3729.131,,2019-05-15 16:05:19,2019-05-15 16:05:20,1.112s,PASSED
"selectOptionByLabel(findTestObject(""TC11-TrialBalance/SelectCurrency""), ""USD"", false)",Chrome 74.0.3729.131,,2019-05-15 16:05:20,2019-05-15 16:05:20,0.110s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 16:05:20,2019-05-15 16:05:24,4.004s,PASSED
