Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TrialBalance,Chrome 74.0.3729.131,,2019-05-15 14:15:23,2019-05-15 14:17:00,1m - 37.324s,FAILED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-15 14:15:30,2019-05-15 14:15:40,9.644s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-15 14:15:31,2019-05-15 14:15:31,0.002s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-15 14:15:31,2019-05-15 14:15:31,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-15 14:15:31,2019-05-15 14:15:31,0.352s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-15 14:15:31,2019-05-15 14:15:31,0.119s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-15 14:15:31,2019-05-15 14:15:35,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-15 14:15:35,2019-05-15 14:15:35,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-15 14:15:35,2019-05-15 14:15:40,4.926s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:40,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:40,0.000s,NOT_RUN
,,,,,,
Test Cases/TC11-TrialBalance-MGA,Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:16:22,42.259s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:40,0.050s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/Report""), 4)",Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:40,0.041s,PASSED
"click(findTestObject(""TC11-TrialBalance/Report""))",Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:40,0.080s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 14:15:40,2019-05-15 14:15:44,4.004s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/TrialBalance""), 4)",Chrome 74.0.3729.131,,2019-05-15 14:15:44,2019-05-15 14:15:44,0.048s,PASSED
"waitForElementClickable(findTestObject(""TC11-TrialBalance/TrialBalance""), 3)",Chrome 74.0.3729.131,,2019-05-15 14:15:44,2019-05-15 14:15:44,0.042s,PASSED
"click(findTestObject(""TC11-TrialBalance/TrialBalance""))",Chrome 74.0.3729.131,,2019-05-15 14:15:44,2019-05-15 14:15:47,2.676s,PASSED
waitForJQueryLoad(4),Chrome 74.0.3729.131,,2019-05-15 14:15:47,2019-05-15 14:15:48,1.109s,PASSED
"selectOptionByLabel(findTestObject(""TC11-TrialBalance/SelectCurrency""), ""USD"", false)",Chrome 74.0.3729.131,,2019-05-15 14:15:48,2019-05-15 14:15:48,0.110s,PASSED
