Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountMatchingMGA,Chrome 73.0.3683.103,,2019-04-17 17:12:34,2019-04-17 17:14:07,1m - 33.034s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.103,,2019-04-17 17:12:41,2019-04-17 17:12:50,8.750s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 17:12:41,2019-04-17 17:12:41,0.005s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.103,,2019-04-17 17:12:41,2019-04-17 17:12:41,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.103,,2019-04-17 17:12:41,2019-04-17 17:12:42,0.238s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.103,,2019-04-17 17:12:42,2019-04-17 17:12:42,0.134s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-17 17:12:42,2019-04-17 17:12:46,4.020s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 17:12:46,2019-04-17 17:12:46,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-17 17:12:46,2019-04-17 17:12:50,4.155s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 17:12:50,2019-04-17 17:12:50,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.103,,2019-04-17 17:12:50,2019-04-17 17:12:50,0.001s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 73.0.3683.103,This is Account Matching OF MGA,2019-04-17 17:12:50,2019-04-17 17:13:29,39.156s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 17:12:50,2019-04-17 17:12:50,0.001s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-17 17:12:50,2019-04-17 17:12:53,3.003s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 73.0.3683.103,,2019-04-17 17:12:53,2019-04-17 17:12:53,0.055s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 73.0.3683.103,,2019-04-17 17:12:53,2019-04-17 17:12:53,0.064s,PASSED
