Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllAccountMatching,Chrome 74.0.3729.131,,2019-05-15 19:03:37,2019-05-15 19:07:34,3m - 56.795s,FAILED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-15 19:03:52,2019-05-15 19:04:07,14.512s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-15 19:03:53,2019-05-15 19:03:53,0.003s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-15 19:03:53,2019-05-15 19:03:53,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-15 19:03:53,2019-05-15 19:03:53,0.547s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-15 19:03:53,2019-05-15 19:03:54,0.865s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-15 19:03:54,2019-05-15 19:03:58,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-15 19:03:58,2019-05-15 19:03:58,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-15 19:03:58,2019-05-15 19:04:07,8.710s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 19:04:07,2019-05-15 19:04:07,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-15 19:04:07,2019-05-15 19:04:07,0.001s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 74.0.3729.131,This is Account Matching OF MGA,2019-05-15 19:04:07,2019-05-15 19:05:51,1m - 43.729s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 19:04:07,2019-05-15 19:04:07,0.001s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-15 19:04:07,2019-05-15 19:04:10,3.004s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 74.0.3729.131,,2019-05-15 19:04:10,2019-05-15 19:04:10,0.298s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 74.0.3729.131,,2019-05-15 19:04:10,2019-05-15 19:04:11,0.080s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:04:11,2019-05-15 19:04:11,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""), 4)",Chrome 74.0.3729.131,,2019-05-15 19:04:11,2019-05-15 19:04:11,0.658s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""))",Chrome 74.0.3729.131,,2019-05-15 19:04:11,2019-05-15 19:04:13,2.043s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:04:13,2019-05-15 19:04:18,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/EntityType""), ""MGA"", false)",Chrome 74.0.3729.131,,2019-05-15 19:04:18,2019-05-15 19:04:18,0.166s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:04:18,2019-05-15 19:04:23,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/Entity""), ""NEW MGA"", false)",Chrome 74.0.3729.131,,2019-05-15 19:04:23,2019-05-15 19:04:24,0.148s,PASSED
"waitForElementClickable(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""), 5)",Chrome 74.0.3729.131,,2019-05-15 19:04:24,2019-05-15 19:04:24,0.079s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""))",Chrome 74.0.3729.131,,2019-05-15 19:04:24,2019-05-15 19:04:27,3.667s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-15 19:04:27,2019-05-15 19:04:28,0.953s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/SelectAccount""), ""ComissionOnly -- Allocated -- NEW MGA CommAccount -- USD"", false)",Chrome 74.0.3729.131,,2019-05-15 19:04:28,2019-05-15 19:04:28,0.118s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:04:28,2019-05-15 19:04:33,5.004s,PASSED
"setText(findTestObject(""TC04-AccountMatching-MGA/Acc_Matching_PolicyNo_TextBox""), MTA_Policy_No)",Chrome 74.0.3729.131,,2019-05-15 19:04:33,2019-05-15 19:04:34,0.287s,PASSED
"sendKeys(findTestObject(""TC04-AccountMatching-MGA/Acc_Matching_PolicyNo_TextBox""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-15 19:04:34,2019-05-15 19:04:34,0.059s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:04:34,2019-05-15 19:04:39,5.004s,PASSED
"waitForElementClickable(findTestObject(""TC04-AccountMatching-MGA/CheckBox""), 5)",Chrome 74.0.3729.131,,2019-05-15 19:04:39,2019-05-15 19:04:44,5.184s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/CheckBox""))",Chrome 74.0.3729.131,,2019-05-15 19:04:44,2019-05-15 19:05:15,31.271s,FAILED
delay(4),Chrome 74.0.3729.131,,2019-05-15 19:05:15,2019-05-15 19:05:19,4.002s,PASSED
"MGA_Comission_Amount = getText(findTestObject(""TC04-AccountMatching-MGA/MGA_Amount""))",Chrome 74.0.3729.131,,2019-05-15 19:05:19,2019-05-15 19:05:50,31.307s,FAILED
MGA_Comm_Amt = subString.FatchSubstringValue.SubString(MGA_Comission_Amount),Chrome 74.0.3729.131,,2019-05-15 19:05:50,2019-05-15 19:05:51,0.070s,FAILED
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 74.0.3729.131,This is Account Matching OF MGA,2019-05-15 19:05:51,2019-05-15 19:07:33,1m - 42.462s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 19:05:51,2019-05-15 19:05:51,0.000s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-15 19:05:51,2019-05-15 19:05:54,3.001s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 74.0.3729.131,,2019-05-15 19:05:54,2019-05-15 19:05:54,0.031s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 74.0.3729.131,,2019-05-15 19:05:54,2019-05-15 19:05:54,0.064s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:05:54,2019-05-15 19:05:54,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""), 4)",Chrome 74.0.3729.131,,2019-05-15 19:05:54,2019-05-15 19:05:54,0.046s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""))",Chrome 74.0.3729.131,,2019-05-15 19:05:54,2019-05-15 19:05:56,2.280s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:05:56,2019-05-15 19:06:01,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/EntityType""), ""MGA"", false)",Chrome 74.0.3729.131,,2019-05-15 19:06:01,2019-05-15 19:06:01,0.129s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 19:06:01,2019-05-15 19:06:06,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/Entity""), ""NEW MGA"", false)",Chrome 74.0.3729.131,,2019-05-15 19:06:06,2019-05-15 19:06:06,0.087s,PASSED
"waitForElementClickable(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""), 5)",Chrome 74.0.3729.131,,2019-05-15 19:06:06,2019-05-15 19:06:06,0.032s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""))",Chrome 74.0.3729.131,,2019-05-15 19:06:06,2019-05-15 19:06:09,2.920s,PASSED
