Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PaymentSection,Chrome 74.0.3729.131,This suite Is used to Payment,2019-05-14 17:17:28,2019-05-14 17:18:24,56.437s,FAILED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-14 17:17:41,2019-05-14 17:17:51,10.358s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-14 17:17:41,2019-05-14 17:17:41,0.003s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-14 17:17:41,2019-05-14 17:17:41,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-14 17:17:41,2019-05-14 17:17:41,0.351s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-14 17:17:41,2019-05-14 17:17:42,0.106s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:17:42,2019-05-14 17:17:46,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-14 17:17:46,2019-05-14 17:17:46,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-14 17:17:46,2019-05-14 17:17:51,5.588s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-14 17:17:51,2019-05-14 17:17:51,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-14 17:17:51,2019-05-14 17:17:51,0.001s,NOT_RUN
,,,,,,
Test Cases/TC05-PaymentSection,Chrome 74.0.3729.131,This section is used to paid the transaction,2019-05-14 17:17:51,2019-05-14 17:18:15,23.963s,FAILED
delay(3),Chrome 74.0.3729.131,,2019-05-14 17:17:51,2019-05-14 17:17:54,3.006s,PASSED
"scrollToElement(findTestObject(""TC05-PaymentSection/Payments""), 3)",Chrome 74.0.3729.131,,2019-05-14 17:17:54,2019-05-14 17:17:55,0.099s,PASSED
"click(findTestObject(""TC05-PaymentSection/Payments""))",Chrome 74.0.3729.131,,2019-05-14 17:17:55,2019-05-14 17:17:55,0.071s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-14 17:17:55,2019-05-14 17:18:00,5.003s,PASSED
"click(findTestObject(""TC05-PaymentSection/Cash and Cheque Payments""), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:00,2019-05-14 17:18:01,1.539s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:01,2019-05-14 17:18:06,5.003s,PASSED
"setText(findTestObject(""TC05-PaymentSection/PolicyNoSearchBox""), Policy_No_Search, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:06,2019-05-14 17:18:06,0.206s,PASSED
"sendKeys(findTestObject(""TC05-PaymentSection/PolicyNoSearchBox""), Keys.chord(ENTER), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:06,2019-05-14 17:18:06,0.052s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:06,2019-05-14 17:18:11,5.003s,PASSED
"click(findTestObject(""TC05-PaymentSection/EditPaymentListing""), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:11,2019-05-14 17:18:11,0.098s,PASSED
"setText(findTestObject(""TC05-PaymentSection/Note""), ""This is Testing Only"", STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:11,2019-05-14 17:18:13,1.146s,PASSED
"selectOptionByLabel(findTestObject(""TC05-PaymentSection/TransactionStatus""), ""Paid"", false, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:13,2019-05-14 17:18:13,0.115s,PASSED
"click(findTestObject(""TC05-PaymentSection/SaveButton""), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:13,2019-05-14 17:18:14,1.470s,PASSED
"waitForElementPresent(findTestObject(""TC05-PaymentSection/PaymentAddedSuccessfully""), 5, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:14,2019-05-14 17:18:14,0.139s,PASSED
"scrollToElement(findTestObject(""TC05-PaymentSection/Payments""), 3, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:14,2019-05-14 17:18:14,0.056s,PASSED
"click(findTestObject(""TC05-PaymentSection/Payments""), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:14,2019-05-14 17:18:15,0.683s,FAILED
,,,,,,
Test Cases/TC05-PaymentSection,Chrome 74.0.3729.131,This section is used to paid the transaction,2019-05-14 17:18:15,2019-05-14 17:18:24,8.479s,FAILED
delay(3),Chrome 74.0.3729.131,,2019-05-14 17:18:15,2019-05-14 17:18:18,3.002s,PASSED
"scrollToElement(findTestObject(""TC05-PaymentSection/Payments""), 3)",Chrome 74.0.3729.131,,2019-05-14 17:18:18,2019-05-14 17:18:18,0.027s,PASSED
"click(findTestObject(""TC05-PaymentSection/Payments""))",Chrome 74.0.3729.131,,2019-05-14 17:18:18,2019-05-14 17:18:18,0.055s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-14 17:18:18,2019-05-14 17:18:23,5.003s,PASSED
"click(findTestObject(""TC05-PaymentSection/Cash and Cheque Payments""), STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-14 17:18:23,2019-05-14 17:18:24,0.380s,FAILED
