Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllAccountMatching,Chrome 74.0.3729.131,,2019-05-07 14:26:48,2019-05-07 14:27:56,1m - 8.284s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-07 14:26:56,2019-05-07 14:27:08,12.007s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-07 14:26:57,2019-05-07 14:26:57,0.002s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-07 14:26:57,2019-05-07 14:26:57,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-07 14:26:57,2019-05-07 14:26:57,0.333s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-07 14:26:57,2019-05-07 14:26:57,0.103s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-07 14:26:57,2019-05-07 14:27:01,4.022s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-07 14:27:01,2019-05-07 14:27:01,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-07 14:27:01,2019-05-07 14:27:08,7.341s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-07 14:27:08,2019-05-07 14:27:08,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-07 14:27:08,2019-05-07 14:27:08,0.001s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 74.0.3729.131,This is Account Matching OF MGA,2019-05-07 14:27:08,2019-05-07 14:27:55,46.667s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-07 14:27:09,2019-05-07 14:27:09,0.000s,PASSED
